Time,Value,MEASURE,Description
2017,160,CABEE_33,"Rental, hiring and real estate services (no.)"
2018,157,CABEE_33,"Rental, hiring and real estate services (no.)"
2014,227,CABEE_31,Professional Scientific & Technical Services (no.)
2015,230,CABEE_31,Professional Scientific & Technical Services (no.)
2016,231,CABEE_31,Professional Scientific & Technical Services (no.)
2017,233,CABEE_31,Professional Scientific & Technical Services (no.)
2018,245,CABEE_31,Professional Scientific & Technical Services (no.)
2014,65,CABEE_18,Administrative and support services (no.)
2015,65,CABEE_18,Administrative and support services (no.)
2016,57,CABEE_18,Administrative and support services (no.)
2017,61,CABEE_18,Administrative and support services (no.)
2018,62,CABEE_18,Administrative and support services (no.)
2014,5,CABEE_32,Public administration and safety (no.)
2016,3,CABEE_32,Public administration and safety (no.)
2017,3,CABEE_32,Public administration and safety (no.)
2018,3,CABEE_32,Public administration and safety (no.)
2014,28,CABEE_22,Education and training (no.)
2015,30,CABEE_22,Education and training (no.)
2016,32,CABEE_22,Education and training (no.)
2017,32,CABEE_22,Education and training (no.)
2018,32,CABEE_22,Education and training (no.)
2014,247,CABEE_25,Health care and social assistance (no.)
2015,258,CABEE_25,Health care and social assistance (no.)
2016,263,CABEE_25,Health care and social assistance (no.)
2017,268,CABEE_25,Health care and social assistance (no.)
2018,296,CABEE_25,Health care and social assistance (no.)
2014,29,CABEE_20,Arts and recreation services (no.)
2015,27,CABEE_20,Arts and recreation services (no.)
2016,29,CABEE_20,Arts and recreation services (no.)
2017,37,CABEE_20,Arts and recreation services (no.)
2018,37,CABEE_20,Arts and recreation services (no.)
2014,37,CABEE_30,Other services (no.)
2015,49,CABEE_30,Other services (no.)
2016,47,CABEE_30,Other services (no.)
2017,59,CABEE_30,Other services (no.)
2018,56,CABEE_30,Other services (no.)
2014,20,CABEE_29,Currently unknown (no.)
2015,12,CABEE_29,Currently unknown (no.)
2016,6,CABEE_29,Currently unknown (no.)
2017,7,CABEE_29,Currently unknown (no.)
2018,6,CABEE_29,Currently unknown (no.)
2014,1315,CABEE_35,Number of Businesses by Industry - Total (no.)
2015,1325,CABEE_35,Number of Businesses by Industry - Total (no.)
2016,1340,CABEE_35,Number of Businesses by Industry - Total (no.)
2017,1407,CABEE_35,Number of Businesses by Industry - Total (no.)
2018,1476,CABEE_35,Number of Businesses by Industry - Total (no.)
2013,2,BUILDING_2,Private sector houses (no.)
2014,3,BUILDING_2,Private sector houses (no.)
2015,3,BUILDING_2,Private sector houses (no.)
2016,2,BUILDING_2,Private sector houses (no.)
2017,5,BUILDING_2,Private sector houses (no.)
2018,5,BUILDING_2,Private sector houses (no.)
2013,192,BUILDING_3,Private sector dwellings excluding houses (no.)
2014,79,BUILDING_3,Private sector dwellings excluding houses (no.)
2015,90,BUILDING_3,Private sector dwellings excluding houses (no.)
2016,23,BUILDING_3,Private sector dwellings excluding houses (no.)
2017,19,BUILDING_3,Private sector dwellings excluding houses (no.)
2018,480,BUILDING_3,Private sector dwellings excluding houses (no.)
2013,194,BUILDING_12,Total private sector dwelling units (no.)
2014,82,BUILDING_12,Total private sector dwelling units (no.)
2015,93,BUILDING_12,Total private sector dwelling units (no.)
2016,25,BUILDING_12,Total private sector dwelling units (no.)
2017,24,BUILDING_12,Total private sector dwelling units (no.)
2018,485,BUILDING_12,Total private sector dwelling units (no.)
2013,194,BUILDING_4,Total dwelling units (no.)
2014,82,BUILDING_4,Total dwelling units (no.)
2015,101,BUILDING_4,Total dwelling units (no.)
2016,25,BUILDING_4,Total dwelling units (no.)
2017,24,BUILDING_4,Total dwelling units (no.)
2018,485,BUILDING_4,Total dwelling units (no.)
2013,5,BUILDING_5,Value of private sector houses ($m)
2014,7,BUILDING_5,Value of private sector houses ($m)
2015,5,BUILDING_5,Value of private sector houses ($m)
2016,9,BUILDING_5,Value of private sector houses ($m)
2017,8,BUILDING_5,Value of private sector houses ($m)
2018,11,BUILDING_5,Value of private sector houses ($m)
2013,26,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2014,25,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2015,46,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2016,7,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2017,5,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2018,199,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2013,31,BUILDING_7,Total value of private sector dwelling units ($m)
2014,32,BUILDING_7,Total value of private sector dwelling units ($m)
2015,51,BUILDING_7,Total value of private sector dwelling units ($m)
2016,16,BUILDING_7,Total value of private sector dwelling units ($m)
2017,13,BUILDING_7,Total value of private sector dwelling units ($m)
2018,210,BUILDING_7,Total value of private sector dwelling units ($m)
2013,34,BUILDING_8,Value of residential building ($m)
2014,33,BUILDING_8,Value of residential building ($m)
2015,51,BUILDING_8,Value of residential building ($m)
2016,17,BUILDING_8,Value of residential building ($m)
2017,15,BUILDING_8,Value of residential building ($m)
2018,212,BUILDING_8,Value of residential building ($m)
2013,7,BUILDING_9,Value of non-residential building ($m)
2014,185,BUILDING_9,Value of non-residential building ($m)
2015,71,BUILDING_9,Value of non-residential building ($m)
2016,6,BUILDING_9,Value of non-residential building ($m)
2017,6,BUILDING_9,Value of non-residential building ($m)
2018,73,BUILDING_9,Value of non-residential building ($m)
2013,41,BUILDING_10,Value of total building ($m)
2014,218,BUILDING_10,Value of total building ($m)
2015,123,BUILDING_10,Value of total building ($m)
2016,23,BUILDING_10,Value of total building ($m)
2017,21,BUILDING_10,Value of total building ($m)
2018,285,BUILDING_10,Value of total building ($m)
2013,5202,MVC_14,Passenger vehicles (no.)
2014,5318,MVC_14,Passenger vehicles (no.)
2015,5406,MVC_14,Passenger vehicles (no.)
2016,5492,MVC_14,Passenger vehicles (no.)
2017,5481,MVC_14,Passenger vehicles (no.)
2018,5445,MVC_14,Passenger vehicles (no.)
2013,4,MVC_15,Campervans (no.)
2014,5,MVC_15,Campervans (no.)
2015,5,MVC_15,Campervans (no.)
2016,7,MVC_15,Campervans (no.)
2017,6,MVC_15,Campervans (no.)
2018,4,MVC_15,Campervans (no.)
2013,426,MVC_16,Light commercial vehicles (no.)
2014,440,MVC_16,Light commercial vehicles (no.)
2015,453,MVC_16,Light commercial vehicles (no.)
2016,449,MVC_16,Light commercial vehicles (no.)
2017,460,MVC_16,Light commercial vehicles (no.)
2018,481,MVC_16,Light commercial vehicles (no.)
2013,18,MVC_17,Light rigid trucks (no.)
2014,22,MVC_17,Light rigid trucks (no.)
2015,25,MVC_17,Light rigid trucks (no.)
2016,29,MVC_17,Light rigid trucks (no.)
2017,28,MVC_17,Light rigid trucks (no.)
2018,29,MVC_17,Light rigid trucks (no.)
2013,34,MVC_18,Heavy rigid trucks (no.)
2014,38,MVC_18,Heavy rigid trucks (no.)
2015,38,MVC_18,Heavy rigid trucks (no.)
2016,38,MVC_18,Heavy rigid trucks (no.)
2017,21,MVC_18,Heavy rigid trucks (no.)
2018,21,MVC_18,Heavy rigid trucks (no.)
2014,1,MVC_19,Articulated trucks (no.)
2015,1,MVC_19,Articulated trucks (no.)
2016,1,MVC_19,Articulated trucks (no.)
2017,1,MVC_19,Articulated trucks (no.)
2018,1,MVC_19,Articulated trucks (no.)
2018,0,MVC_20,Non-freight carrying trucks (no.)
2013,8,MVC_21,Buses (no.)
2014,10,MVC_21,Buses (no.)
2015,15,MVC_21,Buses (no.)
2016,13,MVC_21,Buses (no.)
2017,12,MVC_21,Buses (no.)
2018,13,MVC_21,Buses (no.)
2013,352,MVC_22,Motorcycles (no.)
2014,383,MVC_22,Motorcycles (no.)
2015,415,MVC_22,Motorcycles (no.)
2016,428,MVC_22,Motorcycles (no.)
2017,455,MVC_22,Motorcycles (no.)
2018,470,MVC_22,Motorcycles (no.)
2013,6047,MVC_38,Total Registered Motor Vehicles (no.)
2014,6214,MVC_38,Total Registered Motor Vehicles (no.)
2015,6352,MVC_38,Total Registered Motor Vehicles (no.)
2016,6455,MVC_38,Total Registered Motor Vehicles (no.)
2017,6461,MVC_38,Total Registered Motor Vehicles (no.)
2018,6798,MVC_38,Total Registered Motor Vehicles (no.)
2013,5461,MVC_29,Petrol (no.)
2014,5536,MVC_29,Petrol (no.)
2015,5602,MVC_29,Petrol (no.)
2016,5629,MVC_29,Petrol (no.)
2017,5598,MVC_29,Petrol (no.)
2018,5524,MVC_29,Petrol (no.)
2013,480,MVC_30,Diesel (no.)
2014,569,MVC_30,Diesel (no.)
2015,653,MVC_30,Diesel (no.)
2016,726,MVC_30,Diesel (no.)
2017,762,MVC_30,Diesel (no.)
2018,835,MVC_30,Diesel (no.)
2013,75,MVC_31,LPG/Dual/Other (no.)
2014,75,MVC_31,LPG/Dual/Other (no.)
2015,65,MVC_31,LPG/Dual/Other (no.)
2016,51,MVC_31,LPG/Dual/Other (no.)
2017,46,MVC_31,LPG/Dual/Other (no.)
2018,37,MVC_31,LPG/Dual/Other (no.)
2013,1,MVC_33,Electric (no.)
2015,1,MVC_33,Electric (no.)
2016,3,MVC_33,Electric (no.)
2017,5,MVC_33,Electric (no.)
2018,7,MVC_33,Electric (no.)
2013,1761,MVC_35,Less than 5 years (no.)
2014,1822,MVC_35,Less than 5 years (no.)
2015,1874,MVC_35,Less than 5 years (no.)
2016,1947,MVC_35,Less than 5 years (no.)
2017,1910,MVC_35,Less than 5 years (no.)
2018,2035,MVC_35,Less than 5 years (no.)
2013,2018,MVC_36,5 to 10 years (no.)
2014,2065,MVC_36,5 to 10 years (no.)
2015,2075,MVC_36,5 to 10 years (no.)
2016,2086,MVC_36,5 to 10 years (no.)
2017,2102,MVC_36,5 to 10 years (no.)
2018,2184,MVC_36,5 to 10 years (no.)
2013,2268,MVC_37,Over 10 years (no.)
2014,2327,MVC_37,Over 10 years (no.)
2015,2403,MVC_37,Over 10 years (no.)
2016,2422,MVC_37,Over 10 years (no.)
2017,2449,MVC_37,Over 10 years (no.)
2018,2579,MVC_37,Over 10 years (no.)
2012,2,TOURIST_2,Establishments with 15 or more rooms (no.)
2013,2,TOURIST_2,Establishments with 15 or more rooms (no.)
2014,2,TOURIST_2,Establishments with 15 or more rooms (no.)
2015,3,TOURIST_2,Establishments with 15 or more rooms (no.)
2016,4,TOURIST_2,Establishments with 15 or more rooms (no.)
2011,0.2,EMP_IND_2,"Agriculture, forestry and fishing (no.)"
2016,0.3,EMP_IND_2,"Agriculture, forestry and fishing (no.)"
2011,0.1,EMP_IND_3,Mining (%)
2016,0.1,EMP_IND_3,Mining (%)
2011,3.2,EMP_IND_4,Manufacturing  (%)
2016,2.4,EMP_IND_4,Manufacturing  (%)
2011,0.6,EMP_IND_5,"Electricity, gas water and waste services (no.)"
2016,0.5,EMP_IND_5,"Electricity, gas water and waste services (no.)"
2011,5.8,EMP_IND_6,Construction (%)
2016,7.1,EMP_IND_6,Construction (%)
2011,3.3,EMP_IND_7,Wholesale trade (%)
2016,2.2,EMP_IND_7,Wholesale trade (%)
2011,6.4,EMP_IND_8,Retail trade (%)
2016,6.4,EMP_IND_8,Retail trade (%)
2011,6.1,EMP_IND_9,Accommodation and food services (%)
2016,5.6,EMP_IND_9,Accommodation and food services (%)
2011,3.8,EMP_IND_10,"Transport, postal and warehousing (no.)"
2016,3.5,EMP_IND_10,"Transport, postal and warehousing (no.)"
2011,4.4,EMP_IND_11,Information media and telecommunications (%)
2016,3.9,EMP_IND_11,Information media and telecommunications (%)
2011,8.2,EMP_IND_12,Financial and insurance services (%)
2016,7.8,EMP_IND_12,Financial and insurance services (%)
2011,1.9,EMP_IND_13,"Rental, hiring and real estate services (no.)"
2016,2,EMP_IND_13,"Rental, hiring and real estate services (no.)"
2011,12.4,EMP_IND_14,Professional Scientific & Technical Services (%)
2016,12.6,EMP_IND_14,Professional Scientific & Technical Services (%)
2011,3.7,EMP_IND_15,Administrative and support services (%)
2016,3.5,EMP_IND_15,Administrative and support services (%)
2011,7.1,EMP_IND_16,Public administration and safety (%)
2016,6.2,EMP_IND_16,Public administration and safety (%)
2011,9.7,EMP_IND_17,Education and training (%)
2016,11.6,EMP_IND_17,Education and training (%)
2011,14.7,EMP_IND_18,Health care and social assistance (%)
2016,15.4,EMP_IND_18,Health care and social assistance (%)
2011,3.1,EMP_IND_19,Arts and recreation services (%)
2016,2.6,EMP_IND_19,Arts and recreation services (%)
2011,3.2,EMP_IND_20,Other services (%)
2016,2.8,EMP_IND_20,Other services (%)
2011,6267,EMP_IND_21,Total persons employed (no.)
2016,6954,EMP_IND_21,Total persons employed (no.)
2011,6677,INCOME_4,Employee income earners (no.)
2012,6881,INCOME_4,Employee income earners (no.)
2013,7201,INCOME_4,Employee income earners (no.)
2014,7640,INCOME_4,Employee income earners (no.)
2015,8202,INCOME_4,Employee income earners (no.)
2016,8320,INCOME_4,Employee income earners (no.)
2011,34,INCOME_20,Employee income earners - median age (years)
2012,34,INCOME_20,Employee income earners - median age (years)
2013,34,INCOME_20,Employee income earners - median age (years)
2014,34,INCOME_20,Employee income earners - median age (years)
2015,34,INCOME_20,Employee income earners - median age (years)
2016,34,INCOME_20,Employee income earners - median age (years)
2011,415993064,INCOME_3,Total employee income ($)
2012,444588137,INCOME_3,Total employee income ($)
2013,486857349,INCOME_3,Total employee income ($)
2014,531845615,INCOME_3,Total employee income ($)
2015,598758957,INCOME_3,Total employee income ($)
2016,630714398,INCOME_3,Total employee income ($)
2011,49590,INCOME_2,Median employee income ($)
2012,51733,INCOME_2,Median employee income ($)
2013,53959,INCOME_2,Median employee income ($)
2014,55762,INCOME_2,Median employee income ($)
2015,58049,INCOME_2,Median employee income ($)
2016,60050,INCOME_2,Median employee income ($)
2011,62302,INCOME_21,Mean employee income ($)
2012,64611,INCOME_21,Mean employee income ($)
2013,67610,INCOME_21,Mean employee income ($)
2014,69613,INCOME_21,Mean employee income ($)
2015,73002,INCOME_21,Mean employee income ($)
2016,75807,INCOME_21,Mean employee income ($)
2011,79.6,INCOME_22,Employee income as main source of income (%)
2012,79.2,INCOME_22,Employee income as main source of income (%)
2013,79.7,INCOME_22,Employee income as main source of income (%)
2014,80,INCOME_22,Employee income as main source of income (%)
2015,79.9,INCOME_22,Employee income as main source of income (%)
2016,80.3,INCOME_22,Employee income as main source of income (%)
2011,989,INCOME_7,Own unincorporated business income earners (no.)
2012,1038,INCOME_7,Own unincorporated business income earners (no.)
2013,1052,INCOME_7,Own unincorporated business income earners (no.)
2014,1103,INCOME_7,Own unincorporated business income earners (no.)
2015,1097,INCOME_7,Own unincorporated business income earners (no.)
2016,1159,INCOME_7,Own unincorporated business income earners (no.)
2011,42,INCOME_23,Own unincorporated business income earners - median age (years)
2012,43,INCOME_23,Own unincorporated business income earners - median age (years)
2013,43,INCOME_23,Own unincorporated business income earners - median age (years)
2014,43,INCOME_23,Own unincorporated business income earners - median age (years)
2015,44,INCOME_23,Own unincorporated business income earners - median age (years)
2016,43,INCOME_23,Own unincorporated business income earners - median age (years)
2011,36671589,INCOME_6,Total own unincorporated business income ($)
2012,41446405,INCOME_6,Total own unincorporated business income ($)
2013,32699877,INCOME_6,Total own unincorporated business income ($)
2014,46834831,INCOME_6,Total own unincorporated business income ($)
2015,47492833,INCOME_6,Total own unincorporated business income ($)
2016,42283462,INCOME_6,Total own unincorporated business income ($)
2011,11680,INCOME_5,Median own unincorporated business income ($)
2012,12308,INCOME_5,Median own unincorporated business income ($)
2013,13127,INCOME_5,Median own unincorporated business income ($)
2014,13866,INCOME_5,Median own unincorporated business income ($)
2015,15080,INCOME_5,Median own unincorporated business income ($)
2016,13992,INCOME_5,Median own unincorporated business income ($)
2011,37079,INCOME_24,Mean own unincorporated business income ($)
2012,39929,INCOME_24,Mean own unincorporated business income ($)
2013,31084,INCOME_24,Mean own unincorporated business income ($)
2014,42461,INCOME_24,Mean own unincorporated business income ($)
2015,43293,INCOME_24,Mean own unincorporated business income ($)
2016,36483,INCOME_24,Mean own unincorporated business income ($)
2011,6.8,INCOME_25,Own unincorporated business income as main source of income (%)
2012,6.7,INCOME_25,Own unincorporated business income as main source of income (%)
2013,6.7,INCOME_25,Own unincorporated business income as main source of income (%)
2014,6.6,INCOME_25,Own unincorporated business income as main source of income (%)
2015,6.4,INCOME_25,Own unincorporated business income as main source of income (%)
2016,6.4,INCOME_25,Own unincorporated business income as main source of income (%)
2011,5383,INCOME_10,Investment income earners (no.)
2012,5633,INCOME_10,Investment income earners (no.)
2013,5795,INCOME_10,Investment income earners (no.)
2014,6073,INCOME_10,Investment income earners (no.)
2015,6539,INCOME_10,Investment income earners (no.)
2016,6590,INCOME_10,Investment income earners (no.)
2011,40,INCOME_26,Investment income earners - median age (years)
2012,40,INCOME_26,Investment income earners - median age (years)
2013,40,INCOME_26,Investment income earners - median age (years)
2014,40,INCOME_26,Investment income earners - median age (years)
2015,39,INCOME_26,Investment income earners - median age (years)
2016,39,INCOME_26,Investment income earners - median age (years)
2011,43689043,INCOME_9,Total investment income ($)
2012,49496024,INCOME_9,Total investment income ($)
2013,54260609,INCOME_9,Total investment income ($)
2014,62148942,INCOME_9,Total investment income ($)
2015,61283318,INCOME_9,Total investment income ($)
2016,60803735,INCOME_9,Total investment income ($)
2011,646,INCOME_8,Median investment income ($)
2012,598,INCOME_8,Median investment income ($)
2013,570,INCOME_8,Median investment income ($)
2014,572,INCOME_8,Median investment income ($)
2015,467,INCOME_8,Median investment income ($)
2016,419,INCOME_8,Median investment income ($)
2011,8116,INCOME_27,Mean investment income ($)
2012,8787,INCOME_27,Mean investment income ($)
2013,9363,INCOME_27,Mean investment income ($)
2014,10234,INCOME_27,Mean investment income ($)
2015,9372,INCOME_27,Mean investment income ($)
2016,9227,INCOME_27,Mean investment income ($)
2011,12.1,INCOME_28,Investment income as main source of income (%)
2012,12.6,INCOME_28,Investment income as main source of income (%)
2013,12.1,INCOME_28,Investment income as main source of income (%)
2014,12,INCOME_28,Investment income as main source of income (%)
2015,12.3,INCOME_28,Investment income as main source of income (%)
2016,11.8,INCOME_28,Investment income as main source of income (%)
2011,163,INCOME_13,Superannuation and annuity income earners (no.)
2012,162,INCOME_13,Superannuation and annuity income earners (no.)
2013,183,INCOME_13,Superannuation and annuity income earners (no.)
2014,166,INCOME_13,Superannuation and annuity income earners (no.)
2015,163,INCOME_13,Superannuation and annuity income earners (no.)
2016,163,INCOME_13,Superannuation and annuity income earners (no.)
2011,59,INCOME_29,Superannuation and annuity income earners - median age (years)
2012,59,INCOME_29,Superannuation and annuity income earners - median age (years)
2013,59,INCOME_29,Superannuation and annuity income earners - median age (years)
2014,59,INCOME_29,Superannuation and annuity income earners - median age (years)
2015,59,INCOME_29,Superannuation and annuity income earners - median age (years)
2016,59,INCOME_29,Superannuation and annuity income earners - median age (years)
2011,4322096,INCOME_12,Total superannuation and annuity income ($)
2012,4557528,INCOME_12,Total superannuation and annuity income ($)
2013,4403172,INCOME_12,Total superannuation and annuity income ($)
2014,3925863,INCOME_12,Total superannuation and annuity income ($)
2015,4270979,INCOME_12,Total superannuation and annuity income ($)
2016,4803789,INCOME_12,Total superannuation and annuity income ($)
2011,18567,INCOME_11,Median superannuation and annuity income ($)
2012,18815,INCOME_11,Median superannuation and annuity income ($)
2013,13935,INCOME_11,Median superannuation and annuity income ($)
2014,16951,INCOME_11,Median superannuation and annuity income ($)
2015,19421,INCOME_11,Median superannuation and annuity income ($)
2016,21181,INCOME_11,Median superannuation and annuity income ($)
2011,26516,INCOME_30,Mean superannuation and annuity income ($)
2012,28133,INCOME_30,Mean superannuation and annuity income ($)
2013,24061,INCOME_30,Mean superannuation and annuity income ($)
2014,23650,INCOME_30,Mean superannuation and annuity income ($)
2015,26202,INCOME_30,Mean superannuation and annuity income ($)
2016,29471,INCOME_30,Mean superannuation and annuity income ($)
2011,1.1,INCOME_31,Superannuation and annuity income as main source of income (%)
2012,1.1,INCOME_31,Superannuation and annuity income as main source of income (%)
2013,1,INCOME_31,Superannuation and annuity income as main source of income (%)
2014,0.9,INCOME_31,Superannuation and annuity income as main source of income (%)
2015,0.9,INCOME_31,Superannuation and annuity income as main source of income (%)
2016,0.9,INCOME_31,Superannuation and annuity income as main source of income (%)
2011,7314,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2012,7506,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2013,7743,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2014,8047,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2015,8456,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2016,8542,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2011,37,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2012,38,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2013,37,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2014,37,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2015,37,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2016,37,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2011,490006302,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2012,527496307,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2013,561418742,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2014,617898683,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2015,667198892,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2016,690795809,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2011,50272,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2012,52507,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2013,54983,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2014,57760,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2015,58849,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2016,61047,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2011,66996,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2012,70277,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2013,72507,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2014,76786,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2015,78902,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2016,80870,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2011,5.46,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2012,5.15,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2013,5.07,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2014,4.99,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2015,5.04,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2016,5.21,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2011,1.88,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2012,1.89,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2013,1.85,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2014,1.82,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2015,1.84,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2016,1.86,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2011,0.34,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2012,0.37,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2013,0.36,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2014,0.37,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2015,0.36,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2016,0.36,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2011,0.17,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2012,0.17,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2013,0.18,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2014,0.19,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2015,0.18,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2016,0.18,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2011,0.494,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2012,0.491,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2013,0.505,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2014,0.49,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2015,0.491,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2016,0.497,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2011,9.3,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2012,9.5,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2013,9.7,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2014,10.1,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2015,9.6,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2016,9.3,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2011,23.8,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2012,24.1,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2013,24.6,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2014,24.5,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2015,24.2,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2016,23.7,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2011,35.2,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2012,35.3,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2013,35.9,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2014,35.6,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2015,35.5,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2016,35.2,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2011,21.4,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2012,21.2,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2013,21.7,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2014,20.9,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2015,21,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2016,20.6,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2011,20.5,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2012,20.9,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2013,19.7,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2014,19.7,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2015,19.6,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2016,19.8,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2011,22.7,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2012,22.5,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2013,23.4,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2014,23.3,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2015,22.9,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
