Time,Value,MEASURE,Description
2014,143,CABEE_24,Financial and insurance services (no.)
2015,155,CABEE_24,Financial and insurance services (no.)
2016,166,CABEE_24,Financial and insurance services (no.)
2017,169,CABEE_24,Financial and insurance services (no.)
2018,183,CABEE_24,Financial and insurance services (no.)
2014,302,CABEE_33,"Rental, hiring and real estate services (no.)"
2015,319,CABEE_33,"Rental, hiring and real estate services (no.)"
2016,334,CABEE_33,"Rental, hiring and real estate services (no.)"
2017,350,CABEE_33,"Rental, hiring and real estate services (no.)"
2018,367,CABEE_33,"Rental, hiring and real estate services (no.)"
2014,266,CABEE_31,Professional Scientific & Technical Services (no.)
2015,283,CABEE_31,Professional Scientific & Technical Services (no.)
2016,304,CABEE_31,Professional Scientific & Technical Services (no.)
2017,300,CABEE_31,Professional Scientific & Technical Services (no.)
2018,323,CABEE_31,Professional Scientific & Technical Services (no.)
2014,101,CABEE_18,Administrative and support services (no.)
2015,89,CABEE_18,Administrative and support services (no.)
2016,102,CABEE_18,Administrative and support services (no.)
2017,116,CABEE_18,Administrative and support services (no.)
2018,124,CABEE_18,Administrative and support services (no.)
2014,15,CABEE_32,Public administration and safety (no.)
2015,17,CABEE_32,Public administration and safety (no.)
2016,11,CABEE_32,Public administration and safety (no.)
2017,14,CABEE_32,Public administration and safety (no.)
2018,22,CABEE_32,Public administration and safety (no.)
2014,24,CABEE_22,Education and training (no.)
2015,30,CABEE_22,Education and training (no.)
2016,25,CABEE_22,Education and training (no.)
2017,27,CABEE_22,Education and training (no.)
2018,33,CABEE_22,Education and training (no.)
2014,89,CABEE_25,Health care and social assistance (no.)
2015,82,CABEE_25,Health care and social assistance (no.)
2016,78,CABEE_25,Health care and social assistance (no.)
2017,82,CABEE_25,Health care and social assistance (no.)
2018,84,CABEE_25,Health care and social assistance (no.)
2014,15,CABEE_20,Arts and recreation services (no.)
2015,21,CABEE_20,Arts and recreation services (no.)
2016,20,CABEE_20,Arts and recreation services (no.)
2017,18,CABEE_20,Arts and recreation services (no.)
2018,26,CABEE_20,Arts and recreation services (no.)
2014,89,CABEE_30,Other services (no.)
2015,98,CABEE_30,Other services (no.)
2016,110,CABEE_30,Other services (no.)
2017,107,CABEE_30,Other services (no.)
2018,123,CABEE_30,Other services (no.)
2014,42,CABEE_29,Currently unknown (no.)
2015,28,CABEE_29,Currently unknown (no.)
2016,34,CABEE_29,Currently unknown (no.)
2017,34,CABEE_29,Currently unknown (no.)
2018,30,CABEE_29,Currently unknown (no.)
2014,2215,CABEE_35,Number of Businesses by Industry - Total (no.)
2015,2255,CABEE_35,Number of Businesses by Industry - Total (no.)
2016,2424,CABEE_35,Number of Businesses by Industry - Total (no.)
2017,2583,CABEE_35,Number of Businesses by Industry - Total (no.)
2018,2761,CABEE_35,Number of Businesses by Industry - Total (no.)
2013,24,BUILDING_2,Private sector houses (no.)
2014,15,BUILDING_2,Private sector houses (no.)
2015,31,BUILDING_2,Private sector houses (no.)
2016,22,BUILDING_2,Private sector houses (no.)
2017,32,BUILDING_2,Private sector houses (no.)
2018,29,BUILDING_2,Private sector houses (no.)
2013,171,BUILDING_3,Private sector dwellings excluding houses (no.)
2014,1619,BUILDING_3,Private sector dwellings excluding houses (no.)
2015,1679,BUILDING_3,Private sector dwellings excluding houses (no.)
2016,119,BUILDING_3,Private sector dwellings excluding houses (no.)
2017,729,BUILDING_3,Private sector dwellings excluding houses (no.)
2018,453,BUILDING_3,Private sector dwellings excluding houses (no.)
2013,195,BUILDING_12,Total private sector dwelling units (no.)
2014,1634,BUILDING_12,Total private sector dwelling units (no.)
2015,1710,BUILDING_12,Total private sector dwelling units (no.)
2016,141,BUILDING_12,Total private sector dwelling units (no.)
2017,761,BUILDING_12,Total private sector dwelling units (no.)
2018,482,BUILDING_12,Total private sector dwelling units (no.)
2013,195,BUILDING_4,Total dwelling units (no.)
2014,1634,BUILDING_4,Total dwelling units (no.)
2015,1710,BUILDING_4,Total dwelling units (no.)
2016,141,BUILDING_4,Total dwelling units (no.)
2017,761,BUILDING_4,Total dwelling units (no.)
2018,482,BUILDING_4,Total dwelling units (no.)
2013,8,BUILDING_5,Value of private sector houses ($m)
2014,6,BUILDING_5,Value of private sector houses ($m)
2015,13,BUILDING_5,Value of private sector houses ($m)
2016,11,BUILDING_5,Value of private sector houses ($m)
2017,14,BUILDING_5,Value of private sector houses ($m)
2018,13,BUILDING_5,Value of private sector houses ($m)
2013,35,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2014,324,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2015,475,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2016,44,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2017,213,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2018,184,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2013,43,BUILDING_7,Total value of private sector dwelling units ($m)
2014,330,BUILDING_7,Total value of private sector dwelling units ($m)
2015,488,BUILDING_7,Total value of private sector dwelling units ($m)
2016,55,BUILDING_7,Total value of private sector dwelling units ($m)
2017,227,BUILDING_7,Total value of private sector dwelling units ($m)
2018,197,BUILDING_7,Total value of private sector dwelling units ($m)
2013,43,BUILDING_8,Value of residential building ($m)
2014,331,BUILDING_8,Value of residential building ($m)
2015,489,BUILDING_8,Value of residential building ($m)
2016,55,BUILDING_8,Value of residential building ($m)
2017,228,BUILDING_8,Value of residential building ($m)
2018,197,BUILDING_8,Value of residential building ($m)
2013,86,BUILDING_9,Value of non-residential building ($m)
2014,183,BUILDING_9,Value of non-residential building ($m)
2015,245,BUILDING_9,Value of non-residential building ($m)
2016,256,BUILDING_9,Value of non-residential building ($m)
2017,186,BUILDING_9,Value of non-residential building ($m)
2018,101,BUILDING_9,Value of non-residential building ($m)
2013,129,BUILDING_10,Value of total building ($m)
2014,514,BUILDING_10,Value of total building ($m)
2015,733,BUILDING_10,Value of total building ($m)
2016,311,BUILDING_10,Value of total building ($m)
2017,414,BUILDING_10,Value of total building ($m)
2018,299,BUILDING_10,Value of total building ($m)
2013,16217,MVC_14,Passenger vehicles (no.)
2014,17712,MVC_14,Passenger vehicles (no.)
2015,17258,MVC_14,Passenger vehicles (no.)
2016,18579,MVC_14,Passenger vehicles (no.)
2017,19778,MVC_14,Passenger vehicles (no.)
2018,21133,MVC_14,Passenger vehicles (no.)
2013,5,MVC_15,Campervans (no.)
2014,12,MVC_15,Campervans (no.)
2015,13,MVC_15,Campervans (no.)
2016,17,MVC_15,Campervans (no.)
2017,31,MVC_15,Campervans (no.)
2018,30,MVC_15,Campervans (no.)
2013,1760,MVC_16,Light commercial vehicles (no.)
2014,1780,MVC_16,Light commercial vehicles (no.)
2015,1740,MVC_16,Light commercial vehicles (no.)
2016,1735,MVC_16,Light commercial vehicles (no.)
2017,1741,MVC_16,Light commercial vehicles (no.)
2018,1840,MVC_16,Light commercial vehicles (no.)
2013,264,MVC_17,Light rigid trucks (no.)
2014,245,MVC_17,Light rigid trucks (no.)
2015,202,MVC_17,Light rigid trucks (no.)
2016,203,MVC_17,Light rigid trucks (no.)
2017,191,MVC_17,Light rigid trucks (no.)
2018,182,MVC_17,Light rigid trucks (no.)
2013,217,MVC_18,Heavy rigid trucks (no.)
2014,229,MVC_18,Heavy rigid trucks (no.)
2015,197,MVC_18,Heavy rigid trucks (no.)
2016,197,MVC_18,Heavy rigid trucks (no.)
2017,195,MVC_18,Heavy rigid trucks (no.)
2018,180,MVC_18,Heavy rigid trucks (no.)
2013,17,MVC_19,Articulated trucks (no.)
2014,19,MVC_19,Articulated trucks (no.)
2015,29,MVC_19,Articulated trucks (no.)
2016,33,MVC_19,Articulated trucks (no.)
2017,17,MVC_19,Articulated trucks (no.)
2018,16,MVC_19,Articulated trucks (no.)
2013,8,MVC_20,Non-freight carrying trucks (no.)
2014,10,MVC_20,Non-freight carrying trucks (no.)
2015,5,MVC_20,Non-freight carrying trucks (no.)
2016,6,MVC_20,Non-freight carrying trucks (no.)
2017,3,MVC_20,Non-freight carrying trucks (no.)
2018,3,MVC_20,Non-freight carrying trucks (no.)
2013,186,MVC_21,Buses (no.)
2014,194,MVC_21,Buses (no.)
2015,193,MVC_21,Buses (no.)
2016,176,MVC_21,Buses (no.)
2017,178,MVC_21,Buses (no.)
2018,172,MVC_21,Buses (no.)
2013,422,MVC_22,Motorcycles (no.)
2014,449,MVC_22,Motorcycles (no.)
2015,500,MVC_22,Motorcycles (no.)
2016,556,MVC_22,Motorcycles (no.)
2017,618,MVC_22,Motorcycles (no.)
2018,668,MVC_22,Motorcycles (no.)
2013,19112,MVC_38,Total Registered Motor Vehicles (no.)
2014,20678,MVC_38,Total Registered Motor Vehicles (no.)
2015,20160,MVC_38,Total Registered Motor Vehicles (no.)
2016,21519,MVC_38,Total Registered Motor Vehicles (no.)
2017,22746,MVC_38,Total Registered Motor Vehicles (no.)
2018,23595,MVC_38,Total Registered Motor Vehicles (no.)
2013,16636,MVC_29,Petrol (no.)
2014,18058,MVC_29,Petrol (no.)
2015,17524,MVC_29,Petrol (no.)
2016,18489,MVC_29,Petrol (no.)
2017,19302,MVC_29,Petrol (no.)
2018,20466,MVC_29,Petrol (no.)
2013,2031,MVC_30,Diesel (no.)
2014,2176,MVC_30,Diesel (no.)
2015,2177,MVC_30,Diesel (no.)
2016,2506,MVC_30,Diesel (no.)
2017,2782,MVC_30,Diesel (no.)
2018,3211,MVC_30,Diesel (no.)
2013,319,MVC_31,LPG/Dual/Other (no.)
2014,310,MVC_31,LPG/Dual/Other (no.)
2015,294,MVC_31,LPG/Dual/Other (no.)
2016,267,MVC_31,LPG/Dual/Other (no.)
2017,214,MVC_31,LPG/Dual/Other (no.)
2018,159,MVC_31,LPG/Dual/Other (no.)
2014,3,MVC_33,Electric (no.)
2016,3,MVC_33,Electric (no.)
2017,17,MVC_33,Electric (no.)
2018,24,MVC_33,Electric (no.)
2013,9970,MVC_35,Less than 5 years (no.)
2014,11280,MVC_35,Less than 5 years (no.)
2015,10484,MVC_35,Less than 5 years (no.)
2016,11499,MVC_35,Less than 5 years (no.)
2017,12394,MVC_35,Less than 5 years (no.)
2018,13422,MVC_35,Less than 5 years (no.)
2013,4058,MVC_36,5 to 10 years (no.)
2014,4146,MVC_36,5 to 10 years (no.)
2015,4241,MVC_36,5 to 10 years (no.)
2016,4357,MVC_36,5 to 10 years (no.)
2017,4446,MVC_36,5 to 10 years (no.)
2018,4363,MVC_36,5 to 10 years (no.)
2013,5084,MVC_37,Over 10 years (no.)
2014,5252,MVC_37,Over 10 years (no.)
2015,5435,MVC_37,Over 10 years (no.)
2016,5663,MVC_37,Over 10 years (no.)
2017,5906,MVC_37,Over 10 years (no.)
2018,5819,MVC_37,Over 10 years (no.)
2012,4,TOURIST_2,Establishments with 15 or more rooms (no.)
2013,4,TOURIST_2,Establishments with 15 or more rooms (no.)
2014,4,TOURIST_2,Establishments with 15 or more rooms (no.)
2015,7,TOURIST_2,Establishments with 15 or more rooms (no.)
2016,7,TOURIST_2,Establishments with 15 or more rooms (no.)
2011,0.1,EMP_IND_2,"Agriculture, forestry and fishing (no.)"
2016,0.1,EMP_IND_2,"Agriculture, forestry and fishing (no.)"
2011,0.1,EMP_IND_3,Mining (%)
2016,0.1,EMP_IND_3,Mining (%)
2011,7,EMP_IND_4,Manufacturing  (%)
2016,4.1,EMP_IND_4,Manufacturing  (%)
2011,0.6,EMP_IND_5,"Electricity, gas water and waste services (no.)"
2016,0.6,EMP_IND_5,"Electricity, gas water and waste services (no.)"
2011,5.2,EMP_IND_6,Construction (%)
2016,6.2,EMP_IND_6,Construction (%)
2011,5.3,EMP_IND_7,Wholesale trade (%)
2016,3.2,EMP_IND_7,Wholesale trade (%)
2011,10.2,EMP_IND_8,Retail trade (%)
2016,9.7,EMP_IND_8,Retail trade (%)
2011,8.2,EMP_IND_9,Accommodation and food services (%)
2016,10,EMP_IND_9,Accommodation and food services (%)
2011,10.7,EMP_IND_10,"Transport, postal and warehousing (no.)"
2016,9.4,EMP_IND_10,"Transport, postal and warehousing (no.)"
2011,2.5,EMP_IND_11,Information media and telecommunications (%)
2016,2.5,EMP_IND_11,Information media and telecommunications (%)
2011,6,EMP_IND_12,Financial and insurance services (%)
2016,6.2,EMP_IND_12,Financial and insurance services (%)
2011,2,EMP_IND_13,"Rental, hiring and real estate services (no.)"
2016,2.1,EMP_IND_13,"Rental, hiring and real estate services (no.)"
2011,7,EMP_IND_14,Professional Scientific & Technical Services (%)
2016,9.3,EMP_IND_14,Professional Scientific & Technical Services (%)
2011,4.2,EMP_IND_15,Administrative and support services (%)
2016,4.6,EMP_IND_15,Administrative and support services (%)
2011,6.4,EMP_IND_16,Public administration and safety (%)
2016,6.4,EMP_IND_16,Public administration and safety (%)
2011,5.6,EMP_IND_17,Education and training (%)
2016,6,EMP_IND_17,Education and training (%)
2011,10.4,EMP_IND_18,Health care and social assistance (%)
2016,9.8,EMP_IND_18,Health care and social assistance (%)
2011,2,EMP_IND_19,Arts and recreation services (%)
2016,1.7,EMP_IND_19,Arts and recreation services (%)
2011,3.7,EMP_IND_20,Other services (%)
2016,3.4,EMP_IND_20,Other services (%)
2011,9293,EMP_IND_21,Total persons employed (no.)
2016,12241,EMP_IND_21,Total persons employed (no.)
2011,10155,INCOME_4,Employee income earners (no.)
2012,10336,INCOME_4,Employee income earners (no.)
2013,10962,INCOME_4,Employee income earners (no.)
2014,11730,INCOME_4,Employee income earners (no.)
2015,12930,INCOME_4,Employee income earners (no.)
2016,14110,INCOME_4,Employee income earners (no.)
2011,36,INCOME_20,Employee income earners - median age (years)
2012,36,INCOME_20,Employee income earners - median age (years)
2013,36,INCOME_20,Employee income earners - median age (years)
2014,35,INCOME_20,Employee income earners - median age (years)
2015,35,INCOME_20,Employee income earners - median age (years)
2016,34,INCOME_20,Employee income earners - median age (years)
2011,488496892,INCOME_3,Total employee income ($)
2012,521443796,INCOME_3,Total employee income ($)
2013,573887404,INCOME_3,Total employee income ($)
2014,631508868,INCOME_3,Total employee income ($)
2015,724095689,INCOME_3,Total employee income ($)
2016,810458508,INCOME_3,Total employee income ($)
2011,42818,INCOME_2,Median employee income ($)
2012,44759,INCOME_2,Median employee income ($)
2013,46568,INCOME_2,Median employee income ($)
2014,47855,INCOME_2,Median employee income ($)
2015,49197,INCOME_2,Median employee income ($)
2016,50655,INCOME_2,Median employee income ($)
2011,48104,INCOME_21,Mean employee income ($)
2012,50449,INCOME_21,Mean employee income ($)
2013,52352,INCOME_21,Mean employee income ($)
2014,53837,INCOME_21,Mean employee income ($)
2015,56001,INCOME_21,Mean employee income ($)
2016,57439,INCOME_21,Mean employee income ($)
2011,84.1,INCOME_22,Employee income as main source of income (%)
2012,84.1,INCOME_22,Employee income as main source of income (%)
2013,83.7,INCOME_22,Employee income as main source of income (%)
2014,84.1,INCOME_22,Employee income as main source of income (%)
2015,83.7,INCOME_22,Employee income as main source of income (%)
2016,84,INCOME_22,Employee income as main source of income (%)
2011,1368,INCOME_7,Own unincorporated business income earners (no.)
2012,1371,INCOME_7,Own unincorporated business income earners (no.)
2013,1463,INCOME_7,Own unincorporated business income earners (no.)
2014,1573,INCOME_7,Own unincorporated business income earners (no.)
2015,1697,INCOME_7,Own unincorporated business income earners (no.)
2016,1909,INCOME_7,Own unincorporated business income earners (no.)
2011,44,INCOME_23,Own unincorporated business income earners - median age (years)
2012,44,INCOME_23,Own unincorporated business income earners - median age (years)
2013,43,INCOME_23,Own unincorporated business income earners - median age (years)
2014,43,INCOME_23,Own unincorporated business income earners - median age (years)
2015,42,INCOME_23,Own unincorporated business income earners - median age (years)
2016,41,INCOME_23,Own unincorporated business income earners - median age (years)
2011,26296349,INCOME_6,Total own unincorporated business income ($)
2012,27307034,INCOME_6,Total own unincorporated business income ($)
2013,30529285,INCOME_6,Total own unincorporated business income ($)
2014,33432089,INCOME_6,Total own unincorporated business income ($)
2015,36903012,INCOME_6,Total own unincorporated business income ($)
2016,43010006,INCOME_6,Total own unincorporated business income ($)
2011,12759,INCOME_5,Median own unincorporated business income ($)
2012,13520,INCOME_5,Median own unincorporated business income ($)
2013,15653,INCOME_5,Median own unincorporated business income ($)
2014,15186,INCOME_5,Median own unincorporated business income ($)
2015,14284,INCOME_5,Median own unincorporated business income ($)
2016,13845,INCOME_5,Median own unincorporated business income ($)
2011,19222,INCOME_24,Mean own unincorporated business income ($)
2012,19918,INCOME_24,Mean own unincorporated business income ($)
2013,20868,INCOME_24,Mean own unincorporated business income ($)
2014,21254,INCOME_24,Mean own unincorporated business income ($)
2015,21746,INCOME_24,Mean own unincorporated business income ($)
2016,22530,INCOME_24,Mean own unincorporated business income ($)
2011,7.2,INCOME_25,Own unincorporated business income as main source of income (%)
2012,7.2,INCOME_25,Own unincorporated business income as main source of income (%)
2013,7.7,INCOME_25,Own unincorporated business income as main source of income (%)
2014,7.5,INCOME_25,Own unincorporated business income as main source of income (%)
2015,7.4,INCOME_25,Own unincorporated business income as main source of income (%)
2016,7.4,INCOME_25,Own unincorporated business income as main source of income (%)
2011,6764,INCOME_10,Investment income earners (no.)
2012,7073,INCOME_10,Investment income earners (no.)
2013,7505,INCOME_10,Investment income earners (no.)
2014,8209,INCOME_10,Investment income earners (no.)
2015,9153,INCOME_10,Investment income earners (no.)
2016,10058,INCOME_10,Investment income earners (no.)
2011,40,INCOME_26,Investment income earners - median age (years)
2012,40,INCOME_26,Investment income earners - median age (years)
2013,39,INCOME_26,Investment income earners - median age (years)
2014,39,INCOME_26,Investment income earners - median age (years)
2015,38,INCOME_26,Investment income earners - median age (years)
2016,36,INCOME_26,Investment income earners - median age (years)
2011,20352382,INCOME_9,Total investment income ($)
2012,22496477,INCOME_9,Total investment income ($)
2013,25466744,INCOME_9,Total investment income ($)
2014,28862522,INCOME_9,Total investment income ($)
2015,27119621,INCOME_9,Total investment income ($)
2016,30568641,INCOME_9,Total investment income ($)
2011,309,INCOME_8,Median investment income ($)
2012,300,INCOME_8,Median investment income ($)
2013,300,INCOME_8,Median investment income ($)
2014,286,INCOME_8,Median investment income ($)
2015,225,INCOME_8,Median investment income ($)
2016,177,INCOME_8,Median investment income ($)
2011,3009,INCOME_27,Mean investment income ($)
2012,3181,INCOME_27,Mean investment income ($)
2013,3393,INCOME_27,Mean investment income ($)
2014,3516,INCOME_27,Mean investment income ($)
2015,2963,INCOME_27,Mean investment income ($)
2016,3039,INCOME_27,Mean investment income ($)
2011,7.7,INCOME_28,Investment income as main source of income (%)
2012,7.6,INCOME_28,Investment income as main source of income (%)
2013,7.5,INCOME_28,Investment income as main source of income (%)
2014,7.3,INCOME_28,Investment income as main source of income (%)
2015,7.8,INCOME_28,Investment income as main source of income (%)
2016,7.5,INCOME_28,Investment income as main source of income (%)
2011,170,INCOME_13,Superannuation and annuity income earners (no.)
2012,160,INCOME_13,Superannuation and annuity income earners (no.)
2013,173,INCOME_13,Superannuation and annuity income earners (no.)
2014,191,INCOME_13,Superannuation and annuity income earners (no.)
2015,179,INCOME_13,Superannuation and annuity income earners (no.)
2016,193,INCOME_13,Superannuation and annuity income earners (no.)
2011,57,INCOME_29,Superannuation and annuity income earners - median age (years)
2012,57,INCOME_29,Superannuation and annuity income earners - median age (years)
2013,57,INCOME_29,Superannuation and annuity income earners - median age (years)
2014,57,INCOME_29,Superannuation and annuity income earners - median age (years)
2015,57,INCOME_29,Superannuation and annuity income earners - median age (years)
2016,57,INCOME_29,Superannuation and annuity income earners - median age (years)
2011,3264752,INCOME_12,Total superannuation and annuity income ($)
2012,3564116,INCOME_12,Total superannuation and annuity income ($)
2013,3208272,INCOME_12,Total superannuation and annuity income ($)
2014,4536911,INCOME_12,Total superannuation and annuity income ($)
2015,3796160,INCOME_12,Total superannuation and annuity income ($)
2016,4787875,INCOME_12,Total superannuation and annuity income ($)
2011,11595,INCOME_11,Median superannuation and annuity income ($)
2012,15395,INCOME_11,Median superannuation and annuity income ($)
2013,10000,INCOME_11,Median superannuation and annuity income ($)
2014,13399,INCOME_11,Median superannuation and annuity income ($)
2015,14413,INCOME_11,Median superannuation and annuity income ($)
2016,15952,INCOME_11,Median superannuation and annuity income ($)
2011,19204,INCOME_30,Mean superannuation and annuity income ($)
2012,22276,INCOME_30,Mean superannuation and annuity income ($)
2013,18545,INCOME_30,Mean superannuation and annuity income ($)
2014,23753,INCOME_30,Mean superannuation and annuity income ($)
2015,21208,INCOME_30,Mean superannuation and annuity income ($)
2016,24808,INCOME_30,Mean superannuation and annuity income ($)
2011,0.7,INCOME_31,Superannuation and annuity income as main source of income (%)
2012,0.7,INCOME_31,Superannuation and annuity income as main source of income (%)
2013,0.7,INCOME_31,Superannuation and annuity income as main source of income (%)
2014,0.8,INCOME_31,Superannuation and annuity income as main source of income (%)
2015,0.7,INCOME_31,Superannuation and annuity income as main source of income (%)
2016,0.8,INCOME_31,Superannuation and annuity income as main source of income (%)
2011,10923,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2012,11013,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2013,11614,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2014,12317,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2015,13355,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2016,14562,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2011,38,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2012,38,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2013,38,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2014,38,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2015,37,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2016,36,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2011,526045313,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2012,559301098,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2013,610787565,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2014,668396045,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2015,743037793,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2016,834494181,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2011,41945,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2012,43806,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2013,45529,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2014,46911,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2015,47831,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2016,49446,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2011,48159,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2012,50786,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2013,52591,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2014,54266,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2015,55637,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2016,57306,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2011,4.27,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2012,4.23,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2013,4.04,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2014,4.03,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2015,4.23,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2016,4.35,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2011,1.73,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2012,1.73,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2013,1.72,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2014,1.72,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2015,1.74,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2016,1.75,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2011,0.41,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2012,0.41,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2013,0.43,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2014,0.43,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2015,0.41,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2016,0.4,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2011,0.19,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2012,0.2,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2013,0.23,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2014,0.22,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2015,0.21,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2016,0.2,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2011,0.417,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2012,0.419,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2013,0.411,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2014,0.411,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2015,0.417,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2016,0.42,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2011,5.8,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2012,5.8,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2013,5.6,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2014,5.4,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2015,5.3,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2016,5.4,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2011,17,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2012,17.3,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2013,17,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2014,16.8,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2015,16.9,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2016,17.1,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2011,27.6,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2012,27.9,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2013,27.4,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2014,27.4,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2015,27.6,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2016,27.7,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2011,22,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2012,22.9,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2013,22.7,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2014,22.6,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2015,23.4,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2016,23.3,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2011,26.4,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2012,26,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
