Time,Value,MEASURE,Description
2016,180,CABEE_31,Professional Scientific & Technical Services (no.)
2017,172,CABEE_31,Professional Scientific & Technical Services (no.)
2018,174,CABEE_31,Professional Scientific & Technical Services (no.)
2014,55,CABEE_18,Administrative and support services (no.)
2015,47,CABEE_18,Administrative and support services (no.)
2016,45,CABEE_18,Administrative and support services (no.)
2017,46,CABEE_18,Administrative and support services (no.)
2018,52,CABEE_18,Administrative and support services (no.)
2014,4,CABEE_32,Public administration and safety (no.)
2015,3,CABEE_32,Public administration and safety (no.)
2016,3,CABEE_32,Public administration and safety (no.)
2017,5,CABEE_32,Public administration and safety (no.)
2018,5,CABEE_32,Public administration and safety (no.)
2014,11,CABEE_22,Education and training (no.)
2015,9,CABEE_22,Education and training (no.)
2016,18,CABEE_22,Education and training (no.)
2017,23,CABEE_22,Education and training (no.)
2018,18,CABEE_22,Education and training (no.)
2014,104,CABEE_25,Health care and social assistance (no.)
2015,113,CABEE_25,Health care and social assistance (no.)
2016,121,CABEE_25,Health care and social assistance (no.)
2017,122,CABEE_25,Health care and social assistance (no.)
2018,120,CABEE_25,Health care and social assistance (no.)
2014,15,CABEE_20,Arts and recreation services (no.)
2015,15,CABEE_20,Arts and recreation services (no.)
2016,19,CABEE_20,Arts and recreation services (no.)
2017,20,CABEE_20,Arts and recreation services (no.)
2018,16,CABEE_20,Arts and recreation services (no.)
2014,34,CABEE_30,Other services (no.)
2015,34,CABEE_30,Other services (no.)
2016,40,CABEE_30,Other services (no.)
2017,40,CABEE_30,Other services (no.)
2018,38,CABEE_30,Other services (no.)
2014,23,CABEE_29,Currently unknown (no.)
2015,15,CABEE_29,Currently unknown (no.)
2016,16,CABEE_29,Currently unknown (no.)
2017,18,CABEE_29,Currently unknown (no.)
2018,14,CABEE_29,Currently unknown (no.)
2014,1076,CABEE_35,Number of Businesses by Industry - Total (no.)
2015,1075,CABEE_35,Number of Businesses by Industry - Total (no.)
2016,1148,CABEE_35,Number of Businesses by Industry - Total (no.)
2017,1172,CABEE_35,Number of Businesses by Industry - Total (no.)
2018,1180,CABEE_35,Number of Businesses by Industry - Total (no.)
2013,8,BUILDING_2,Private sector houses (no.)
2014,4,BUILDING_2,Private sector houses (no.)
2015,11,BUILDING_2,Private sector houses (no.)
2016,11,BUILDING_2,Private sector houses (no.)
2017,8,BUILDING_2,Private sector houses (no.)
2018,9,BUILDING_2,Private sector houses (no.)
2013,7,BUILDING_3,Private sector dwellings excluding houses (no.)
2015,3,BUILDING_3,Private sector dwellings excluding houses (no.)
2017,7,BUILDING_3,Private sector dwellings excluding houses (no.)
2018,15,BUILDING_3,Private sector dwellings excluding houses (no.)
2013,15,BUILDING_12,Total private sector dwelling units (no.)
2014,4,BUILDING_12,Total private sector dwelling units (no.)
2015,14,BUILDING_12,Total private sector dwelling units (no.)
2016,11,BUILDING_12,Total private sector dwelling units (no.)
2017,15,BUILDING_12,Total private sector dwelling units (no.)
2018,24,BUILDING_12,Total private sector dwelling units (no.)
2013,15,BUILDING_4,Total dwelling units (no.)
2014,4,BUILDING_4,Total dwelling units (no.)
2015,14,BUILDING_4,Total dwelling units (no.)
2016,11,BUILDING_4,Total dwelling units (no.)
2017,15,BUILDING_4,Total dwelling units (no.)
2018,24,BUILDING_4,Total dwelling units (no.)
2013,8,BUILDING_5,Value of private sector houses ($m)
2014,6,BUILDING_5,Value of private sector houses ($m)
2015,9,BUILDING_5,Value of private sector houses ($m)
2016,12,BUILDING_5,Value of private sector houses ($m)
2017,15,BUILDING_5,Value of private sector houses ($m)
2018,12,BUILDING_5,Value of private sector houses ($m)
2015,1,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2017,2,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2018,6,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2013,9,BUILDING_7,Total value of private sector dwelling units ($m)
2014,6,BUILDING_7,Total value of private sector dwelling units ($m)
2015,10,BUILDING_7,Total value of private sector dwelling units ($m)
2016,12,BUILDING_7,Total value of private sector dwelling units ($m)
2017,17,BUILDING_7,Total value of private sector dwelling units ($m)
2018,19,BUILDING_7,Total value of private sector dwelling units ($m)
2013,9,BUILDING_8,Value of residential building ($m)
2014,7,BUILDING_8,Value of residential building ($m)
2015,11,BUILDING_8,Value of residential building ($m)
2016,12,BUILDING_8,Value of residential building ($m)
2017,18,BUILDING_8,Value of residential building ($m)
2018,17,BUILDING_8,Value of residential building ($m)
2013,5,BUILDING_9,Value of non-residential building ($m)
2014,16,BUILDING_9,Value of non-residential building ($m)
2015,3,BUILDING_9,Value of non-residential building ($m)
2016,1,BUILDING_9,Value of non-residential building ($m)
2017,9,BUILDING_9,Value of non-residential building ($m)
2018,8,BUILDING_9,Value of non-residential building ($m)
2013,15,BUILDING_10,Value of total building ($m)
2014,23,BUILDING_10,Value of total building ($m)
2015,14,BUILDING_10,Value of total building ($m)
2016,14,BUILDING_10,Value of total building ($m)
2017,28,BUILDING_10,Value of total building ($m)
2018,25,BUILDING_10,Value of total building ($m)
2013,5594,MVC_14,Passenger vehicles (no.)
2014,5657,MVC_14,Passenger vehicles (no.)
2015,5715,MVC_14,Passenger vehicles (no.)
2016,5750,MVC_14,Passenger vehicles (no.)
2017,5689,MVC_14,Passenger vehicles (no.)
2018,5641,MVC_14,Passenger vehicles (no.)
2013,11,MVC_15,Campervans (no.)
2014,6,MVC_15,Campervans (no.)
2015,8,MVC_15,Campervans (no.)
2016,9,MVC_15,Campervans (no.)
2017,10,MVC_15,Campervans (no.)
2018,13,MVC_15,Campervans (no.)
2013,421,MVC_16,Light commercial vehicles (no.)
2014,440,MVC_16,Light commercial vehicles (no.)
2015,470,MVC_16,Light commercial vehicles (no.)
2016,495,MVC_16,Light commercial vehicles (no.)
2017,514,MVC_16,Light commercial vehicles (no.)
2018,521,MVC_16,Light commercial vehicles (no.)
2013,43,MVC_17,Light rigid trucks (no.)
2014,46,MVC_17,Light rigid trucks (no.)
2015,47,MVC_17,Light rigid trucks (no.)
2016,41,MVC_17,Light rigid trucks (no.)
2017,47,MVC_17,Light rigid trucks (no.)
2018,46,MVC_17,Light rigid trucks (no.)
2013,19,MVC_18,Heavy rigid trucks (no.)
2014,23,MVC_18,Heavy rigid trucks (no.)
2015,27,MVC_18,Heavy rigid trucks (no.)
2016,20,MVC_18,Heavy rigid trucks (no.)
2017,15,MVC_18,Heavy rigid trucks (no.)
2018,15,MVC_18,Heavy rigid trucks (no.)
2013,3,MVC_19,Articulated trucks (no.)
2014,5,MVC_19,Articulated trucks (no.)
2015,5,MVC_19,Articulated trucks (no.)
2016,3,MVC_19,Articulated trucks (no.)
2017,3,MVC_19,Articulated trucks (no.)
2018,5,MVC_19,Articulated trucks (no.)
2013,3,MVC_20,Non-freight carrying trucks (no.)
2014,3,MVC_20,Non-freight carrying trucks (no.)
2016,3,MVC_20,Non-freight carrying trucks (no.)
2017,5,MVC_20,Non-freight carrying trucks (no.)
2018,3,MVC_20,Non-freight carrying trucks (no.)
2013,15,MVC_21,Buses (no.)
2014,8,MVC_21,Buses (no.)
2015,8,MVC_21,Buses (no.)
2016,14,MVC_21,Buses (no.)
2017,16,MVC_21,Buses (no.)
2018,16,MVC_21,Buses (no.)
2013,230,MVC_22,Motorcycles (no.)
2014,278,MVC_22,Motorcycles (no.)
2015,302,MVC_22,Motorcycles (no.)
2016,304,MVC_22,Motorcycles (no.)
2017,328,MVC_22,Motorcycles (no.)
2018,346,MVC_22,Motorcycles (no.)
2013,6338,MVC_38,Total Registered Motor Vehicles (no.)
2014,6469,MVC_38,Total Registered Motor Vehicles (no.)
2015,6582,MVC_38,Total Registered Motor Vehicles (no.)
2016,6640,MVC_38,Total Registered Motor Vehicles (no.)
2017,6621,MVC_38,Total Registered Motor Vehicles (no.)
2018,6629,MVC_38,Total Registered Motor Vehicles (no.)
2013,5807,MVC_29,Petrol (no.)
2014,5840,MVC_29,Petrol (no.)
2015,5893,MVC_29,Petrol (no.)
2016,5893,MVC_29,Petrol (no.)
2017,5854,MVC_29,Petrol (no.)
2018,5760,MVC_29,Petrol (no.)
2013,373,MVC_30,Diesel (no.)
2014,459,MVC_30,Diesel (no.)
2015,518,MVC_30,Diesel (no.)
2016,575,MVC_30,Diesel (no.)
2017,624,MVC_30,Diesel (no.)
2018,696,MVC_30,Diesel (no.)
2013,130,MVC_31,LPG/Dual/Other (no.)
2014,129,MVC_31,LPG/Dual/Other (no.)
2015,122,MVC_31,LPG/Dual/Other (no.)
2016,107,MVC_31,LPG/Dual/Other (no.)
2017,86,MVC_31,LPG/Dual/Other (no.)
2018,76,MVC_31,LPG/Dual/Other (no.)
2015,3,MVC_33,Electric (no.)
2016,3,MVC_33,Electric (no.)
2017,3,MVC_33,Electric (no.)
2018,3,MVC_33,Electric (no.)
2013,1663,MVC_35,Less than 5 years (no.)
2014,1795,MVC_35,Less than 5 years (no.)
2015,1798,MVC_35,Less than 5 years (no.)
2016,1893,MVC_35,Less than 5 years (no.)
2017,1864,MVC_35,Less than 5 years (no.)
2018,1847,MVC_35,Less than 5 years (no.)
2013,1958,MVC_36,5 to 10 years (no.)
2014,1976,MVC_36,5 to 10 years (no.)
2015,2027,MVC_36,5 to 10 years (no.)
2016,1957,MVC_36,5 to 10 years (no.)
2017,1976,MVC_36,5 to 10 years (no.)
2018,1975,MVC_36,5 to 10 years (no.)
2013,2717,MVC_37,Over 10 years (no.)
2014,2698,MVC_37,Over 10 years (no.)
2015,2757,MVC_37,Over 10 years (no.)
2016,2790,MVC_37,Over 10 years (no.)
2017,2781,MVC_37,Over 10 years (no.)
2018,2810,MVC_37,Over 10 years (no.)
2012,1,TOURIST_2,Establishments with 15 or more rooms (no.)
2013,1,TOURIST_2,Establishments with 15 or more rooms (no.)
2014,1,TOURIST_2,Establishments with 15 or more rooms (no.)
2015,2,TOURIST_2,Establishments with 15 or more rooms (no.)
2016,1,TOURIST_2,Establishments with 15 or more rooms (no.)
2011,0.1,EMP_IND_2,"Agriculture, forestry and fishing (no.)"
2016,0.1,EMP_IND_2,"Agriculture, forestry and fishing (no.)"
2011,0.1,EMP_IND_3,Mining (%)
2016,0.2,EMP_IND_3,Mining (%)
2011,4.5,EMP_IND_4,Manufacturing  (%)
2016,2.7,EMP_IND_4,Manufacturing  (%)
2011,0.7,EMP_IND_5,"Electricity, gas water and waste services (no.)"
2016,0.5,EMP_IND_5,"Electricity, gas water and waste services (no.)"
2011,4.8,EMP_IND_6,Construction (%)
2016,6.2,EMP_IND_6,Construction (%)
2011,3.5,EMP_IND_7,Wholesale trade (%)
2016,2.4,EMP_IND_7,Wholesale trade (%)
2011,9.1,EMP_IND_8,Retail trade (%)
2016,8.4,EMP_IND_8,Retail trade (%)
2011,9.4,EMP_IND_9,Accommodation and food services (%)
2016,9,EMP_IND_9,Accommodation and food services (%)
2011,4,EMP_IND_10,"Transport, postal and warehousing (no.)"
2016,4.1,EMP_IND_10,"Transport, postal and warehousing (no.)"
2011,3.3,EMP_IND_11,Information media and telecommunications (%)
2016,3.2,EMP_IND_11,Information media and telecommunications (%)
2011,7,EMP_IND_12,Financial and insurance services (%)
2016,6.3,EMP_IND_12,Financial and insurance services (%)
2011,2.2,EMP_IND_13,"Rental, hiring and real estate services (no.)"
2016,2.4,EMP_IND_13,"Rental, hiring and real estate services (no.)"
2011,11.1,EMP_IND_14,Professional Scientific & Technical Services (%)
2016,11.1,EMP_IND_14,Professional Scientific & Technical Services (%)
2011,3.9,EMP_IND_15,Administrative and support services (%)
2016,4.1,EMP_IND_15,Administrative and support services (%)
2011,4.9,EMP_IND_16,Public administration and safety (%)
2016,4.1,EMP_IND_16,Public administration and safety (%)
2011,11.3,EMP_IND_17,Education and training (%)
2016,12.8,EMP_IND_17,Education and training (%)
2011,12.3,EMP_IND_18,Health care and social assistance (%)
2016,12.7,EMP_IND_18,Health care and social assistance (%)
2011,2.2,EMP_IND_19,Arts and recreation services (%)
2016,2.1,EMP_IND_19,Arts and recreation services (%)
2011,3.4,EMP_IND_20,Other services (%)
2016,3.2,EMP_IND_20,Other services (%)
2011,6177,EMP_IND_21,Total persons employed (no.)
2016,6368,EMP_IND_21,Total persons employed (no.)
2011,7106,INCOME_4,Employee income earners (no.)
2012,7391,INCOME_4,Employee income earners (no.)
2013,7455,INCOME_4,Employee income earners (no.)
2014,7575,INCOME_4,Employee income earners (no.)
2015,7898,INCOME_4,Employee income earners (no.)
2016,7830,INCOME_4,Employee income earners (no.)
2011,32,INCOME_20,Employee income earners - median age (years)
2012,32,INCOME_20,Employee income earners - median age (years)
2013,33,INCOME_20,Employee income earners - median age (years)
2014,33,INCOME_20,Employee income earners - median age (years)
2015,33,INCOME_20,Employee income earners - median age (years)
2016,34,INCOME_20,Employee income earners - median age (years)
2011,347845810,INCOME_3,Total employee income ($)
2012,366770082,INCOME_3,Total employee income ($)
2013,386606217,INCOME_3,Total employee income ($)
2014,409474434,INCOME_3,Total employee income ($)
2015,440604091,INCOME_3,Total employee income ($)
2016,452149803,INCOME_3,Total employee income ($)
2011,36783,INCOME_2,Median employee income ($)
2012,37702,INCOME_2,Median employee income ($)
2013,39002,INCOME_2,Median employee income ($)
2014,40195,INCOME_2,Median employee income ($)
2015,42338,INCOME_2,Median employee income ($)
2016,43144,INCOME_2,Median employee income ($)
2011,48951,INCOME_21,Mean employee income ($)
2012,49624,INCOME_21,Mean employee income ($)
2013,51859,INCOME_21,Mean employee income ($)
2014,54056,INCOME_21,Mean employee income ($)
2015,55787,INCOME_21,Mean employee income ($)
2016,57746,INCOME_21,Mean employee income ($)
2011,77.5,INCOME_22,Employee income as main source of income (%)
2012,77.4,INCOME_22,Employee income as main source of income (%)
2013,76.8,INCOME_22,Employee income as main source of income (%)
2014,77.4,INCOME_22,Employee income as main source of income (%)
2015,76.8,INCOME_22,Employee income as main source of income (%)
2016,76.4,INCOME_22,Employee income as main source of income (%)
2011,1055,INCOME_7,Own unincorporated business income earners (no.)
2012,1082,INCOME_7,Own unincorporated business income earners (no.)
2013,1109,INCOME_7,Own unincorporated business income earners (no.)
2014,1106,INCOME_7,Own unincorporated business income earners (no.)
2015,1138,INCOME_7,Own unincorporated business income earners (no.)
2016,1147,INCOME_7,Own unincorporated business income earners (no.)
2011,45,INCOME_23,Own unincorporated business income earners - median age (years)
2012,46,INCOME_23,Own unincorporated business income earners - median age (years)
2013,46,INCOME_23,Own unincorporated business income earners - median age (years)
2014,46,INCOME_23,Own unincorporated business income earners - median age (years)
2015,45,INCOME_23,Own unincorporated business income earners - median age (years)
2016,45,INCOME_23,Own unincorporated business income earners - median age (years)
2011,28708440,INCOME_6,Total own unincorporated business income ($)
2012,30484873,INCOME_6,Total own unincorporated business income ($)
2013,34159853,INCOME_6,Total own unincorporated business income ($)
2014,36200531,INCOME_6,Total own unincorporated business income ($)
2015,41274164,INCOME_6,Total own unincorporated business income ($)
2016,43032473,INCOME_6,Total own unincorporated business income ($)
2011,12885,INCOME_5,Median own unincorporated business income ($)
2012,13068,INCOME_5,Median own unincorporated business income ($)
2013,14061,INCOME_5,Median own unincorporated business income ($)
2014,15429,INCOME_5,Median own unincorporated business income ($)
2015,14581,INCOME_5,Median own unincorporated business income ($)
2016,13587,INCOME_5,Median own unincorporated business income ($)
2011,27212,INCOME_24,Mean own unincorporated business income ($)
2012,28175,INCOME_24,Mean own unincorporated business income ($)
2013,30802,INCOME_24,Mean own unincorporated business income ($)
2014,32731,INCOME_24,Mean own unincorporated business income ($)
2015,36269,INCOME_24,Mean own unincorporated business income ($)
2016,37517,INCOME_24,Mean own unincorporated business income ($)
2011,6.8,INCOME_25,Own unincorporated business income as main source of income (%)
2012,7.3,INCOME_25,Own unincorporated business income as main source of income (%)
2013,7.7,INCOME_25,Own unincorporated business income as main source of income (%)
2014,7.6,INCOME_25,Own unincorporated business income as main source of income (%)
2015,7.4,INCOME_25,Own unincorporated business income as main source of income (%)
2016,7.6,INCOME_25,Own unincorporated business income as main source of income (%)
2011,5749,INCOME_10,Investment income earners (no.)
2012,5983,INCOME_10,Investment income earners (no.)
2013,5984,INCOME_10,Investment income earners (no.)
2014,6013,INCOME_10,Investment income earners (no.)
2015,6269,INCOME_10,Investment income earners (no.)
2016,6335,INCOME_10,Investment income earners (no.)
2011,40,INCOME_26,Investment income earners - median age (years)
2012,40,INCOME_26,Investment income earners - median age (years)
2013,40,INCOME_26,Investment income earners - median age (years)
2014,40,INCOME_26,Investment income earners - median age (years)
2015,40,INCOME_26,Investment income earners - median age (years)
2016,40,INCOME_26,Investment income earners - median age (years)
2011,41830765,INCOME_9,Total investment income ($)
2012,45102017,INCOME_9,Total investment income ($)
2013,47073669,INCOME_9,Total investment income ($)
2014,48254310,INCOME_9,Total investment income ($)
2015,50519982,INCOME_9,Total investment income ($)
2016,54449929,INCOME_9,Total investment income ($)
2011,694,INCOME_8,Median investment income ($)
2012,674,INCOME_8,Median investment income ($)
2013,635,INCOME_8,Median investment income ($)
2014,611,INCOME_8,Median investment income ($)
2015,584,INCOME_8,Median investment income ($)
2016,496,INCOME_8,Median investment income ($)
2011,7276,INCOME_27,Mean investment income ($)
2012,7538,INCOME_27,Mean investment income ($)
2013,7867,INCOME_27,Mean investment income ($)
2014,8025,INCOME_27,Mean investment income ($)
2015,8059,INCOME_27,Mean investment income ($)
2016,8595,INCOME_27,Mean investment income ($)
2011,14.5,INCOME_28,Investment income as main source of income (%)
2012,14.1,INCOME_28,Investment income as main source of income (%)
2013,14.2,INCOME_28,Investment income as main source of income (%)
2014,13.8,INCOME_28,Investment income as main source of income (%)
2015,14.5,INCOME_28,Investment income as main source of income (%)
2016,14.9,INCOME_28,Investment income as main source of income (%)
2011,138,INCOME_13,Superannuation and annuity income earners (no.)
2012,133,INCOME_13,Superannuation and annuity income earners (no.)
2013,133,INCOME_13,Superannuation and annuity income earners (no.)
2014,123,INCOME_13,Superannuation and annuity income earners (no.)
2015,117,INCOME_13,Superannuation and annuity income earners (no.)
2016,100,INCOME_13,Superannuation and annuity income earners (no.)
2011,58,INCOME_29,Superannuation and annuity income earners - median age (years)
2012,59,INCOME_29,Superannuation and annuity income earners - median age (years)
2013,58,INCOME_29,Superannuation and annuity income earners - median age (years)
2014,59,INCOME_29,Superannuation and annuity income earners - median age (years)
2015,59,INCOME_29,Superannuation and annuity income earners - median age (years)
2016,60,INCOME_29,Superannuation and annuity income earners - median age (years)
2011,2998278,INCOME_12,Total superannuation and annuity income ($)
2012,3395663,INCOME_12,Total superannuation and annuity income ($)
2013,3126628,INCOME_12,Total superannuation and annuity income ($)
2014,4491378,INCOME_12,Total superannuation and annuity income ($)
2015,3492247,INCOME_12,Total superannuation and annuity income ($)
2016,2666003,INCOME_12,Total superannuation and annuity income ($)
2011,14461,INCOME_11,Median superannuation and annuity income ($)
2012,17933,INCOME_11,Median superannuation and annuity income ($)
2013,17434,INCOME_11,Median superannuation and annuity income ($)
2014,18749,INCOME_11,Median superannuation and annuity income ($)
2015,22651,INCOME_11,Median superannuation and annuity income ($)
2016,19189,INCOME_11,Median superannuation and annuity income ($)
2011,21727,INCOME_30,Mean superannuation and annuity income ($)
2012,25531,INCOME_30,Mean superannuation and annuity income ($)
2013,23508,INCOME_30,Mean superannuation and annuity income ($)
2014,36515,INCOME_30,Mean superannuation and annuity income ($)
2015,29848,INCOME_30,Mean superannuation and annuity income ($)
2016,26660,INCOME_30,Mean superannuation and annuity income ($)
2011,0.7,INCOME_31,Superannuation and annuity income as main source of income (%)
2012,0.7,INCOME_31,Superannuation and annuity income as main source of income (%)
2013,0.7,INCOME_31,Superannuation and annuity income as main source of income (%)
2014,0.7,INCOME_31,Superannuation and annuity income as main source of income (%)
2015,0.8,INCOME_31,Superannuation and annuity income as main source of income (%)
2016,0.7,INCOME_31,Superannuation and annuity income as main source of income (%)
2011,7696,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2012,7831,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2013,7808,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2014,7830,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2015,8123,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2016,8070,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2011,37,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2012,37,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2013,38,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2014,38,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2015,38,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2016,38,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2011,412772474,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2012,435119123,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2013,455398485,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2014,478881436,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2015,505349889,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2016,518978066,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2011,39281,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2012,41150,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2013,42885,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2014,44040,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2015,45863,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2016,46409,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2011,53635,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2012,55564,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2013,58325,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2014,61160,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2015,62212,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2016,64310,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2011,6.1,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2012,6.26,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2013,5.74,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2014,5.84,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2015,5.83,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2016,6.37,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2011,2,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2012,2.01,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2013,2,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2014,2.02,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2015,1.98,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2016,2.05,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2011,0.33,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2012,0.32,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2013,0.35,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2014,0.35,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2015,0.34,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2016,0.32,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2011,0.14,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2012,0.14,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2013,0.16,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2014,0.16,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2015,0.13,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2016,0.13,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2011,0.512,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2012,0.503,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2013,0.502,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2014,0.504,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2015,0.504,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2016,0.515,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2011,8.8,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2012,8.1,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2013,8.8,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2014,9.5,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2015,9,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2016,9.4,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2011,23.7,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2012,22.6,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2013,23.2,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2014,23.8,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2015,23.4,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2016,24,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2011,35.7,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2012,34.6,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2013,35,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2014,35.4,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2015,35.2,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2016,35.9,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2011,28,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2012,28.6,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2013,28.4,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2014,28.2,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2015,28,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2016,28.5,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2011,23.6,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2012,23.2,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2013,23.5,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2014,23.4,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2015,22.7,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2016,22.7,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2011,22.6,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2012,22.4,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2013,22.5,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2014,22,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2015,22.7,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2016,22,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2011,25.9,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2012,25.8,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2013,25.6,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
